Employee ID,Employee Name,Department,Transaction Code,Transaction Description,Transaction Category,Posting date of transaction,Transaction Date,Merchant Info DBA Name,Transaction Amount,Debit or Credit,Merchant Category Code,Merchant City,Merchant Country,Merchant Postal Code,Merchant State/Province,Conversion Rate
E001,Sarah Chen,Operations,3001,MNDOT OSOW PERMITS FEE ATLANTA GA,1,12/15/2025,12/12/2025,MNDOT OSOW PERMITS FEE,5.39,Debit,9399.0,ATLANTA,USA,303285588,GA,1.418421052
E007,Lucas Brown,Engineering,3001,NDHP-E PERMIT BISMARCK ND,1,12/15/2025,12/14/2025,NDHP-E PERMIT,39.73,Debit,9399.0,BISMARCK,USA,58505,ND,1.418928571
E001,Sarah Chen,Finance,3001,AMZN Mktp CA*QM5AF9ZJ3 TORONTO ON,1,12/15/2025,12/15/2025,AMZN Mktp CA*QM5AF9ZJ3,108.96,Debit,4816.0,TORONTO,CAN,M5J 2T3,ON,0.0
E010,Sophia Lee,Marketing,3001,ILLINOIS DEPARTMENT OF SPRINGFIELD IL,1,12/15/2025,12/13/2025,ILLINOIS DEPARTMENT OF,119.3,Debit,9399.0,SPRINGFIELD,USA,62764,IL,1.414177335
E009,Noah Garcia,Engineering,3001,ONE9 1291 BOWIE TX,1,12/15/2025,12/14/2025,ONE9 1291,836.99,Debit,5541.0,BOWIE,USA,76230,TX,1.414192785
E004,Emma Wilson,Engineering,3001,SQ *KEEN TRANSPORT IN Victoria TX,1,12/15/2025,12/12/2025,SQ *KEEN TRANSPORT IN,70.95,Debit,4121.0,Victoria,USA,77905,TX,1.419
E006,Maya Patel,Engineering,3001,MCSD OSOW INDIANAPOLIS IN,1,12/15/2025,12/12/2025,MCSD OSOW,125.3,Debit,9399.0,INDIANAPOLIS,USA,46241,IN,1.414221218
E009,Noah Garcia,Marketing,3001,COFFEE CUP #8 VIVIAN SD,1,12/15/2025,12/12/2025,COFFEE CUP #8,1050.11,Debit,5541.0,VIVIAN,USA,57576,SD,1.41901004
E005,Daniel Kim,Finance,3001,SERVICE FEE FRANKLIN TN,1,12/15/2025,12/13/2025,SERVICE FEE,0.67,Debit,9399.0,FRANKLIN,USA,37067,TN,1.425531914
E002,John Miller,Engineering,3001,MCSD OSOW - CONV. FEE NASHVILLE TN,1,12/15/2025,12/11/2025,MCSD OSOW - CONV. FEE,6.56,Debit,9399.0,NASHVILLE,USA,37215,TN,1.419913419
E007,Lucas Brown,Human Resources,3001,NDHP-E PERMIT BISMARCK ND,1,12/15/2025,12/14/2025,NDHP-E PERMIT,53.93,Debit,9399.0,BISMARCK,USA,58505,ND,1.419210526
E009,Noah Garcia,Customer Success,3001,BP#9328683218 FUEL QPS FLOYD IA,1,12/15/2025,12/13/2025,BP#9328683218 FUEL QPS,619.32,Debit,5541.0,FLOYD,USA,50435,IA,1.414198616
E008,Olivia Smith,Customer Success,3001,BP#9328683218 FUEL QPS FLOYD IA,1,12/15/2025,12/13/2025,BP#9328683218 FUEL QPS,37.97,Debit,5541.0,FLOYD,USA,50435,IA,1.4141527
E009,Noah Garcia,Engineering,3001,FLYING J 645 PONTOON BEACH IL,1,12/15/2025,12/14/2025,FLYING J 645,739.54,Debit,5541.0,PONTOON BEACH,USA,62040,IL,1.414196657
E005,Daniel Kim,Marketing,3001,KIMBERS STAPLETON NE,1,12/15/2025,12/14/2025,KIMBERS,629.97,Debit,5541.0,STAPLETON,USA,69163,NE,1.41420105
E010,Sophia Lee,Finance,3001,MS.GOV MDOT JACKSON MS,1,12/15/2025,12/12/2025,MS.GOV MDOT,17.34,Debit,9399.0,JACKSON,USA,39201,MS,1.414355628
E010,Sophia Lee,Operations,3001,AB TRANSP 403-340-5075 EDMONTON AB,1,12/15/2025,12/12/2025,AB TRANSP 403-340-5075,2060.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
E002,John Miller,Marketing,3001,TST*CC DELI 212 Sheridan WY,1,12/15/2025,12/11/2025,TST*CC DELI 212,24.97,Debit,5812.0,Sheridan,USA,82801,WY,1.421981776
E003,Alex Johnson,Customer Success,3001,Amazon.ca*SC9VL4063 TORONTO ON,1,12/15/2025,12/15/2025,Amazon.ca*SC9VL4063,36.99,Debit,4816.0,TORONTO,CAN,M5J 2T3,ON,0.0
E002,John Miller,Finance,3001,IA DOT MOTOR CARRIER S ANKENY IA,1,12/15/2025,12/11/2025,IA DOT MOTOR CARRIER S,176.67,Debit,9399.0,ANKENY,USA,50021,IA,1.419036144
E007,Lucas Brown,Marketing,3001,EXXON STAR TRAVEL CENT BOWIE TX,1,12/15/2025,12/13/2025,EXXON STAR TRAVEL CENT,42.06,Debit,5541.0,BOWIE,USA,76230,TX,1.414256893
E006,Maya Patel,Operations,3001,SD DEPT OF TRANS OPS PIERRE SD,1,12/15/2025,12/13/2025,SD DEPT OF TRANS OPS,93.81,Debit,9399.0,PIERRE,USA,57501,SD,1.414292175
E006,Maya Patel,Finance,3001,LOVE'S #0789 INSIDE GREAT FALLS MT,1,12/15/2025,12/13/2025,LOVE'S #0789 INSIDE,35.34,Debit,5541.0,GREAT FALLS,USA,59404,MT,1.414165666
E009,Noah Garcia,Engineering,3001,IA DOT MOTOR CARRIER S ANKENY IA,1,12/15/2025,12/11/2025,IA DOT MOTOR CARRIER S,159.64,Debit,9399.0,ANKENY,USA,50021,IA,1.419022222
E006,Maya Patel,Human Resources,3001,TOOT'N TOTUM #100 - PERRTYON TX,1,12/15/2025,12/12/2025,TOOT'N TOTUM #100 -,912.12,Debit,5541.0,PERRTYON,USA,79070,TX,1.414205311
E003,Alex Johnson,Sales,3001,BP#9328683218 FUEL QPS FLOYD IA,1,12/15/2025,12/13/2025,BP#9328683218 FUEL QPS,487.98,Debit,5541.0,FLOYD,USA,50435,IA,1.414188836
E004,Emma Wilson,Marketing,3001,MNDOT OSOW PERMITS SAINT PAUL MN,1,12/15/2025,12/12/2025,MNDOT OSOW PERMITS,250.72,Debit,9399.0,SAINT PAUL,USA,551551800,MN,1.419062712
E010,Sophia Lee,Operations,3001,RED APPLE #54204 STONY PLAIN AB,1,12/16/2025,12/14/2025,RED APPLE #54204,16.78,Debit,5310.0,STONY PLAIN,CAN,T7Z1N3,AB,0.0
E009,Noah Garcia,Marketing,3001,SYLECTUS MISSISSAUGA ON,1,12/16/2025,12/16/2025,SYLECTUS,942.9,Debit,5817.0,MISSISSAUGA,CAN,L5L 6A9,ON,0.0
E007,Lucas Brown,Marketing,3001,QUALITY TRUCK MT VERNO MOUNT VERNON IL,1,12/16/2025,12/15/2025,QUALITY TRUCK MT VERNO,120.08,Debit,7542.0,MOUNT VERNON,USA,62864,IL,1.412705882
E009,Noah Garcia,Engineering,3001,PILOT 415 RISING FAWN GA,1,12/16/2025,12/15/2025,PILOT 415,30.21,Debit,5541.0,RISING FAWN,USA,30738,GA,1.413002806
E001,Sarah Chen,Engineering,3001,TOOT N TOTUM #100 PERRYTON TX,1,12/16/2025,12/14/2025,TOOT N TOTUM #100,78.37,Debit,5541.0,PERRYTON,USA,79070,TX,1.414110429
E001,Sarah Chen,Customer Success,3001,OKC SIZE & WEIGHTS PER OKLAHOMA CITY OK,1,12/16/2025,12/15/2025,OKC SIZE & WEIGHTS PER,1047.18,Debit,9399.0,OKLAHOMA CITY,USA,73105,OK,1.414190795
E001,Sarah Chen,Finance,3001,MCR TRUCK WASH PADUCAH KY,1,12/16/2025,12/15/2025,MCR TRUCK WASH,133.06,Debit,7542.0,PADUCAH,USA,42003,KY,1.412676504
E003,Alex Johnson,Engineering,3001,SD DEPT OF TRANS OPS PIERRE SD,1,12/16/2025,12/15/2025,SD DEPT OF TRANS OPS,92.52,Debit,9399.0,PIERRE,USA,57501,SD,1.414246407
E006,Maya Patel,Engineering,3001,MARATHON 272195 WATERTOWN SD,1,12/16/2025,12/14/2025,MARATHON 272195,69.05,Debit,5541.0,WATERTOWN,USA,57201,SD,1.414089698
E008,Olivia Smith,Human Resources,3001,RIVERSIDE HONDA & SKI- ST. ALBERT AB,1,12/16/2025,12/15/2025,RIVERSIDE HONDA & SKI-,2075.37,Debit,5561.0,ST. ALBERT,CAN,T8N 5E2,AB,0.0
E009,Noah Garcia,Product,3001,COFFEE CUP #8 VIVIAN SD,1,12/16/2025,12/15/2025,COFFEE CUP #8,64.81,Debit,5541.0,VIVIAN,USA,57576,SD,1.41413921
E008,Olivia Smith,Operations,3001,SD DEPT OF TRANS OPS PIERRE SD,1,12/16/2025,12/15/2025,SD DEPT OF TRANS OPS,249.32,Debit,9399.0,PIERRE,USA,57501,SD,1.414180374
E003,Alex Johnson,Engineering,3001,MARATHON 272195 WATERTOWN SD,1,12/16/2025,12/14/2025,MARATHON 272195,858.91,Debit,5541.0,WATERTOWN,USA,57201,SD,1.414192804
E010,Sophia Lee,Finance,3001,DEPT OF TRANS TRUCKPER LINCOLN NE,1,12/16/2025,12/15/2025,DEPT OF TRANS TRUCKPER,37.83,Debit,9399.0,LINCOLN,USA,685082532,NE,1.414205607
E009,Noah Garcia,Operations,3001,IOWA 80 TRUCKSTOP FU WALCOTT IA,1,12/16/2025,12/14/2025,IOWA 80 TRUCKSTOP FU,841.43,Debit,5541.0,WALCOTT,USA,52773,IA,1.414191835
E003,Alex Johnson,Marketing,3001,COFFEE CUP #8 VIVIAN SD,1,12/16/2025,12/15/2025,COFFEE CUP #8,783.72,Debit,5541.0,VIVIAN,USA,57576,SD,1.414197553
E006,Maya Patel,Product,3001,VCN*KANSASMVPERMIT TOPEKA KS,1,12/16/2025,12/15/2025,VCN*KANSASMVPERMIT,288.5,Debit,9399.0,TOPEKA,USA,66611,KS,1.414215686
E010,Sophia Lee,Engineering,3001,TA DENMARK #245 DENMARK TN,1,12/17/2025,12/16/2025,TA DENMARK #245,1086.56,Debit,5541.0,DENMARK,USA,38391,TN,1.412657964
E006,Maya Patel,Customer Success,3001,TDOT OSOW PERMITS NASHVILLE TN,1,12/17/2025,12/16/2025,TDOT OSOW PERMITS,1039.03,Debit,9399.0,NASHVILLE,USA,37243,TN,1.412646834
E003,Alex Johnson,Operations,3001,CAT SCALE COMPANY 5632846263 IA,1,12/17/2025,12/16/2025,CAT SCALE COMPANY,20.85,Debit,5046.0,5632846263,USA,52773,IA,1.413559322
E007,Lucas Brown,Product,3001,AB TRANSP 403-340-5075 EDMONTON AB,1,12/17/2025,12/15/2025,AB TRANSP 403-340-5075,455.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
E010,Sophia Lee,Sales,3001,VCN*KANSASMVPERMIT TOPEKA KS,1,12/17/2025,12/16/2025,VCN*KANSASMVPERMIT,62.16,Debit,9399.0,TOPEKA,USA,66611,KS,1.412727272
E005,Daniel Kim,Customer Success,3001,RIVERSIDE HONDA & SKI- ST. ALBERT AB,1,12/17/2025,12/16/2025,RIVERSIDE HONDA & SKI-,2308.95,Debit,5561.0,ST. ALBERT,CAN,T8N 5E2,AB,0.0
E010,Sophia Lee,Operations,3001,CTC-VIS *SVC HAGERSTOWN MD,1,12/17/2025,12/16/2025,CTC-VIS *SVC,4.07,Debit,9399.0,HAGERSTOWN,USA,21740,MD,1.413194444
E006,Maya Patel,Sales,3001,AMZN Mktp CA*WK8QX0VY3 TORONTO ON,1,12/17/2025,12/17/2025,AMZN Mktp CA*WK8QX0VY3,17.84,Debit,4816.0,TORONTO,CAN,M5J 2T3,ON,0.0
E009,Noah Garcia,Operations,3001,MARATHON 272195 WATERTOWN SD,1,12/17/2025,12/15/2025,MARATHON 272195,787.27,Debit,5541.0,WATERTOWN,USA,57201,SD,1.412650278
E009,Noah Garcia,Sales,3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,12/17/2025,12/16/2025,DTOPS SINGLE CROSSING,29.39,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.412980769
E009,Noah Garcia,Finance,3001,SERVICE FEE FRANKLIN TN,1,12/17/2025,12/16/2025,SERVICE FEE,24.42,Debit,9399.0,FRANKLIN,USA,37067,TN,1.413194444
E008,Olivia Smith,Engineering,3001,MNA*MICHELIN CANADA LAVAL QC,1,12/17/2025,12/16/2025,MNA*MICHELIN CANADA,39053.81,Debit,5532.0,LAVAL,CAN,H7T 2P6,QC,0.0
E010,Sophia Lee,Marketing,3001,GA PERMIT 4096972587 TX,1,12/17/2025,12/16/2025,GA PERMIT,187.88,Debit,7372.0,4096972587,USA,77611,TX,1.412631578
E005,Daniel Kim,Product,3001,SD DEPT OF TRANS OPS PIERRE SD,1,12/17/2025,12/16/2025,SD DEPT OF TRANS OPS,35.32,Debit,9399.0,PIERRE,USA,57501,SD,1.4128
E008,Olivia Smith,Operations,3001,KYTC MOTOR CARRIERS FRANKFORT KY,1,12/17/2025,12/16/2025,KYTC MOTOR CARRIERS,88.15,Debit,9399.0,FRANKFORT,USA,40601,KY,1.412660256
E001,Sarah Chen,Operations,3001,BOSCH HYDRAULIC CONNEC ACHESON AB,1,12/17/2025,12/16/2025,BOSCH HYDRAULIC CONNEC,256.57,Debit,7399.0,ACHESON,CAN,T7X 6C7,AB,0.0
E006,Maya Patel,Engineering,3001,TOOT'N TOTUM #100 - PERRTYON TX,1,12/17/2025,12/15/2025,TOOT'N TOTUM #100 -,532.78,Debit,5541.0,PERRTYON,USA,79070,TX,1.414184848
E006,Maya Patel,Operations,3001,COFFEE CUP #8 VIVIAN SD,1,12/17/2025,12/16/2025,COFFEE CUP #8,853.98,Debit,5541.0,VIVIAN,USA,57576,SD,1.412657976
E002,John Miller,Engineering,3001,NDHP-E PERMIT BISMARCK ND,1,12/17/2025,12/17/2025,NDHP-E PERMIT,39.55,Debit,9399.0,BISMARCK,USA,58505,ND,1.4125
E007,Lucas Brown,Product,3001,THE HOME DEPOT #7050 SPRUCE GROVE AB,1,12/17/2025,12/15/2025,THE HOME DEPOT #7050,42.72,Debit,5200.0,SPRUCE GROVE,CAN,T7X 3X3,AB,0.0
E010,Sophia Lee,Sales,3001,LOVE'S #0883 INSIDE RURAL HALL NC,1,12/17/2025,12/16/2025,LOVE'S #0883 INSIDE,680.86,Debit,5541.0,RURAL HALL,USA,27045,NC,1.413687139
E005,Daniel Kim,Human Resources,3001,DEPT OF TRANS TRUCKPER LINCOLN NE,1,12/17/2025,12/16/2025,DEPT OF TRANS TRUCKPER,23.66,Debit,9399.0,LINCOLN,USA,685082532,NE,1.412537313
E001,Sarah Chen,Engineering,3001,DEPT OF TRANS TRUCKPER LINCOLN NE,1,12/17/2025,12/16/2025,DEPT OF TRANS TRUCKPER,23.66,Debit,9399.0,LINCOLN,USA,685082532,NE,1.412537313
E010,Sophia Lee,Operations,3001,CTC-VIS SACRAMENTO CA,1,12/17/2025,12/16/2025,CTC-VIS,136.16,Debit,9399.0,SACRAMENTO,USA,95814,CA,1.412594667
E008,Olivia Smith,Product,3001,COFFEE CUP #8 VIVIAN SD,1,12/17/2025,12/16/2025,COFFEE CUP #8,101.53,Debit,5541.0,VIVIAN,USA,57576,SD,1.412689578
E005,Daniel Kim,Finance,3001,PILOT 415 RISING FAWN GA,1,12/17/2025,12/16/2025,PILOT 415,569.65,Debit,5541.0,RISING FAWN,USA,30738,GA,1.412647241
E010,Sophia Lee,Engineering,3001,WWW COSTCO CA OTTAWA ON,1,12/17/2025,12/16/2025,WWW COSTCO CA,76.63,Debit,5300.0,OTTAWA,CAN,K2E 1C5,ON,0.0
E010,Sophia Lee,Customer Success,3001,PENN DOT ACCTS RECV HARRISBURG PA,1,12/18/2025,12/17/2025,PENN DOT ACCTS RECV,66.44,Debit,9399.0,HARRISBURG,USA,17120,PA,1.413617021
E004,Emma Wilson,Product,3001,PENN DOT ACCTS RECV HARRISBURG PA,1,12/18/2025,12/17/2025,PENN DOT ACCTS RECV,543.81,Debit,9399.0,HARRISBURG,USA,17120,PA,1.413668503
E001,Sarah Chen,Human Resources,3006,AB TRANSP 403-340-5075 EDMONTON AB,1,12/18/2025,12/16/2025,AB TRANSP 403-340-5075,2.0,Credit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
E010,Sophia Lee,Human Resources,3001,TDOT OSOW PERMITS NASHVILLE TN,1,12/18/2025,12/17/2025,TDOT OSOW PERMITS,294.47,Debit,9399.0,NASHVILLE,USA,37243,TN,1.413682189
E008,Olivia Smith,Marketing,3001,FLYING J WHITECOURT AB,1,12/18/2025,12/17/2025,FLYING J,16.79,Debit,5541.0,WHITECOURT,CAN,T7N1S9,AB,0.0
E003,Alex Johnson,Finance,3001,CLAIRMONT HUSKY TC 349 CLAIRMONT AB,1,12/18/2025,12/16/2025,CLAIRMONT HUSKY TC 349,61.54,Debit,5541.0,CLAIRMONT,CAN,T0H0W0,AB,0.0
E009,Noah Garcia,Engineering,3001,CAT SCALE COMPANY 5632846263 IA,1,12/18/2025,12/17/2025,CAT SCALE COMPANY,20.85,Debit,5046.0,5632846263,USA,52773,IA,1.413559322
E010,Sophia Lee,Customer Success,3001,CAT SCALE COMPANY 5632846263 IA,1,12/18/2025,12/17/2025,CAT SCALE COMPANY,20.87,Debit,5046.0,5632846263,USA,52773,IA,1.414915254
E007,Lucas Brown,Marketing,3001,NDHP-E PERMIT BISMARCK ND,1,12/18/2025,12/18/2025,NDHP-E PERMIT,93.23,Debit,9399.0,BISMARCK,USA,58505,ND,1.412575757
E003,Alex Johnson,Customer Success,3001,AB TRANSP 403-340-5075 EDMONTON AB,1,12/18/2025,12/16/2025,AB TRANSP 403-340-5075,39.75,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
E004,Emma Wilson,Sales,3001,CAT SCALE COMPANY 5632846263 IA,1,12/18/2025,12/17/2025,CAT SCALE COMPANY,7.07,Debit,5046.0,5632846263,USA,52773,IA,1.414
E001,Sarah Chen,Finance,3001,SERVICE FEE FRANKLIN TN,1,12/18/2025,12/17/2025,SERVICE FEE,6.93,Debit,9399.0,FRANKLIN,USA,37067,TN,1.414285714
E010,Sophia Lee,Finance,3001,SERVICE FEE FRANKLIN TN,1,12/18/2025,12/17/2025,SERVICE FEE,5.67,Debit,9399.0,FRANKLIN,USA,37067,TN,1.413965087
E002,John Miller,Marketing,3001,SERVICE FEE FRANKLIN TN,1,12/18/2025,12/17/2025,SERVICE FEE,8.48,Debit,9399.0,FRANKLIN,USA,37067,TN,1.415692821
E004,Emma Wilson,Marketing,3001,WESTERN DAKOTA ENERGY BISMARCK ND,1,12/18/2025,12/17/2025,WESTERN DAKOTA ENERGY,37.84,Debit,4784.0,BISMARCK,USA,58504,ND,1.412467338
E001,Sarah Chen,Human Resources,3001,TXDMV OS PERMIT TPE AUSTIN TX,1,12/18/2025,12/17/2025,TXDMV OS PERMIT TPE,87.09,Debit,9399.0,AUSTIN,USA,78731,TX,1.413569225
E008,Olivia Smith,Marketing,3001,LOVE'S #0863 INSIDE MADISON OH,1,12/18/2025,12/17/2025,LOVE'S #0863 INSIDE,890.64,Debit,5541.0,MADISON,USA,44057,OH,1.413669407
E006,Maya Patel,Marketing,3001,KYTC MOTOR CARRIERS FRANKFORT KY,1,12/18/2025,12/17/2025,KYTC MOTOR CARRIERS,88.21,Debit,9399.0,FRANKFORT,USA,40601,KY,1.413621794
E007,Lucas Brown,Finance,3001,CENEX-FUOC OF CARPIO CARPIO ND,1,12/18/2025,12/16/2025,CENEX-FUOC OF CARPIO,830.29,Debit,5541.0,CARPIO,USA,58725,ND,1.412658443
E003,Alex Johnson,Sales,3001,VA DMV HAULING PERMITS RICHMOND VA,1,12/18/2025,12/17/2025,VA DMV HAULING PERMITS,90.66,Debit,9399.0,RICHMOND,USA,232202051,VA,1.41369094
E007,Lucas Brown,Marketing,3001,MCSD OSOW INDIANAPOLIS IN,1,12/18/2025,12/17/2025,MCSD OSOW,194.67,Debit,9399.0,INDIANAPOLIS,USA,46241,IN,1.414752906
E004,Emma Wilson,Operations,3001,CAT SCALE COMPANY 5632846263 IA,1,12/18/2025,12/17/2025,CAT SCALE COMPANY,20.87,Debit,5046.0,5632846263,USA,52773,IA,1.414915254
E007,Lucas Brown,Marketing,3001,PENN DOT ACCTS RECV HARRISBURG PA,1,12/18/2025,12/17/2025,PENN DOT ACCTS RECV,132.88,Debit,9399.0,HARRISBURG,USA,17120,PA,1.413617021
E009,Noah Garcia,Operations,3001,CAT SCALE COMPANY 5632846263 IA,1,12/18/2025,12/17/2025,CAT SCALE COMPANY,7.07,Debit,5046.0,5632846263,USA,52773,IA,1.414
E010,Sophia Lee,Human Resources,3001,TDOT OSOW PERMITS NASHVILLE TN,1,12/18/2025,12/17/2025,TDOT OSOW PERMITS,241.2,Debit,9399.0,NASHVILLE,USA,37243,TN,1.413667799
E008,Olivia Smith,Finance,3001,VCN*NORTHCAROLINADOT GARNER NC,1,12/18/2025,12/17/2025,VCN*NORTHCAROLINADOT,42.41,Debit,9399.0,GARNER,USA,27529,NC,1.413666666
E001,Sarah Chen,Customer Success,3001,NEW YORK STATE OSCAR ALBANY NY,1,12/18/2025,12/17/2025,NEW YORK STATE OSCAR,94.18,Debit,9399.0,ALBANY,USA,122280001,NY,1.413689582
E003,Alex Johnson,Product,3001,AB TRANSP 403-340-5075 EDMONTON AB,1,12/18/2025,12/16/2025,AB TRANSP 403-340-5075,71.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
E009,Noah Garcia,Human Resources,3001,THE HOME DEPOT #7050 SPRUCE GROVE AB,1,12/18/2025,12/16/2025,THE HOME DEPOT #7050,28.33,Debit,5200.0,SPRUCE GROVE,CAN,T7X 3X3,AB,0.0
E004,Emma Wilson,Product,3001,VCN*OH DOT COLUMBUS OH,1,12/18/2025,12/17/2025,VCN*OH DOT,213.47,Debit,9399.0,COLUMBUS,USA,43223,OH,1.413708609
E009,Noah Garcia,Finance,3001,KYTC MOTOR CARRIERS FRANKFORT KY,1,12/18/2025,12/17/2025,KYTC MOTOR CARRIERS,88.27,Debit,9399.0,FRANKFORT,USA,40601,KY,1.414583333
E006,Maya Patel,Human Resources,3001,BB OF KNOXVILLE #39 KNOXVILLE TN,1,12/18/2025,12/17/2025,BB OF KNOXVILLE #39,169.74,Debit,7542.0,KNOXVILLE,USA,379323401,TN,1.413675356
E008,Olivia Smith,Customer Success,3001,THE HOME DEPOT #7050 SPRUCE GROVE AB,1,12/18/2025,12/16/2025,THE HOME DEPOT #7050,17.46,Debit,5200.0,SPRUCE GROVE,CAN,T7X 3X3,AB,0.0
E009,Noah Garcia,Sales,3001,TDOT OSOW PERMITS NASHVILLE TN,1,12/18/2025,12/17/2025,TDOT OSOW PERMITS,360.79,Debit,9399.0,NASHVILLE,USA,37243,TN,1.41469631
E007,Lucas Brown,Human Resources,3001,LOVE'S #0883 INSIDE RURAL HALL NC,1,12/18/2025,12/17/2025,LOVE'S #0883 INSIDE,506.61,Debit,5541.0,RURAL HALL,USA,27045,NC,1.413690143
E006,Maya Patel,Marketing,3001,ILLINOIS DEPARTMENT OF SPRINGFIELD IL,1,12/19/2025,12/18/2025,ILLINOIS DEPARTMENT OF,188.06,Debit,9399.0,SPRINGFIELD,USA,62764,IL,1.414729556
E003,Alex Johnson,Sales,3001,MCSD OSOW INDIANAPOLIS IN,1,12/19/2025,12/18/2025,MCSD OSOW,348.02,Debit,9399.0,INDIANAPOLIS,USA,46241,IN,1.414715447
E008,Olivia Smith,Operations,3006,NDHP-E PERMIT BISMARCK ND,1,12/19/2025,12/19/2025,NDHP-E PERMIT,26.91,Credit,9399.0,BISMARCK,USA,58505,ND,1.3455
E009,Noah Garcia,Sales,3001,ILLINOIS DEPARTMENT OF SPRINGFIELD IL,1,12/19/2025,12/18/2025,ILLINOIS DEPARTMENT OF,698.79,Debit,9399.0,SPRINGFIELD,USA,62764,IL,1.414697843
E006,Maya Patel,Marketing,3001,IA DOT MOTOR CARRIER S ANKENY IA,1,12/19/2025,12/17/2025,IA DOT MOTOR CARRIER S,147.84,Debit,9399.0,ANKENY,USA,50021,IA,1.414736842
E009,Noah Garcia,Human Resources,3001,SXM*SIRIUSXM.COM/ACCT NEW YORK NY,1,12/19/2025,12/18/2025,SXM*SIRIUSXM.COM/ACCT,60.79,Debit,4899.0,NEW YORK,USA,10012,NY,1.414707935
E006,Maya Patel,Human Resources,3001,VA DMV HAULING PERMITS RICHMOND VA,1,12/19/2025,12/18/2025,VA DMV HAULING PERMITS,161.46,Debit,9399.0,RICHMOND,USA,232202051,VA,1.414702532
E005,Daniel Kim,Engineering,3001,AB TRANSP 403-340-5075 EDMONTON AB,1,12/19/2025,12/17/2025,AB TRANSP 403-340-5075,104.75,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
E010,Sophia Lee,Engineering,3001,LOVE'S #0883 INSIDE RURAL HALL NC,1,12/19/2025,12/18/2025,LOVE'S #0883 INSIDE,20.87,Debit,5541.0,RURAL HALL,USA,27045,NC,1.414915254
E008,Olivia Smith,Product,3001,MNDOT OSOW PERMITS SAINT PAUL MN,1,12/19/2025,12/18/2025,MNDOT OSOW PERMITS,173.87,Debit,9399.0,SAINT PAUL,USA,551551800,MN,1.414382168
E004,Emma Wilson,Operations,3001,SKIPTHEDISHES WINNIPEG (BRO MB,1,12/19/2025,12/18/2025,SKIPTHEDISHES,28.05,Debit,5812.0,WINNIPEG (BRO,CAN,R3C 0T8,MB,0.0
E004,Emma Wilson,Product,3001,Amazon.ca*BN8HI1WB2 TORONTO ON,1,12/19/2025,12/18/2025,Amazon.ca*BN8HI1WB2,11.1,Debit,4816.0,TORONTO,CAN,M5J 2T3,ON,0.0
E005,Daniel Kim,Engineering,3001,VCN*NORTHCAROLINADOT GARNER NC,1,12/19/2025,12/18/2025,VCN*NORTHCAROLINADOT,59.42,Debit,9399.0,GARNER,USA,27529,NC,1.414761904
E009,Noah Garcia,Human Resources,3001,KYTC MOTOR CARRIERS FRANKFORT KY,1,12/19/2025,12/18/2025,KYTC MOTOR CARRIERS,88.27,Debit,9399.0,FRANKFORT,USA,40601,KY,1.414583333
E005,Daniel Kim,Customer Success,3001,CENEX-FUOC OF CARPIO CARPIO ND,1,12/19/2025,12/17/2025,CENEX-FUOC OF CARPIO,773.61,Debit,5541.0,CARPIO,USA,58725,ND,1.41368346
E004,Emma Wilson,Product,3006,NDHP-E PERMIT BISMARCK ND,1,12/19/2025,12/19/2025,NDHP-E PERMIT,26.91,Credit,9399.0,BISMARCK,USA,58505,ND,1.3455
E005,Daniel Kim,Product,3001,SKIPTHEDISHES WINNIPEG (BRO MB,1,12/19/2025,12/18/2025,SKIPTHEDISHES,60.24,Debit,5812.0,WINNIPEG (BRO,CAN,R3C 0T8,MB,0.0
E005,Daniel Kim,Finance,3001,KYTC MOTOR CARRIERS FRANKFORT KY,1,12/19/2025,12/18/2025,KYTC MOTOR CARRIERS,88.27,Debit,9399.0,FRANKFORT,USA,40601,KY,1.414583333
E004,Emma Wilson,Human Resources,3001,IA DOT MOTOR CARRIER S ANKENY IA,1,12/19/2025,12/18/2025,IA DOT MOTOR CARRIER S,164.81,Debit,9399.0,ANKENY,USA,50021,IA,1.414678111
E008,Olivia Smith,Human Resources,3001,MCSD OSOW - CONV. FEE NASHVILLE TN,1,12/19/2025,12/17/2025,MCSD OSOW - CONV. FEE,6.54,Debit,9399.0,NASHVILLE,USA,37215,TN,1.415584415
E006,Maya Patel,Customer Success,3001,SD DEPT OF TRANS OPS PIERRE SD,1,12/19/2025,12/18/2025,SD DEPT OF TRANS OPS,362.06,Debit,9399.0,PIERRE,USA,57501,SD,1.414683702
E008,Olivia Smith,Sales,3001,IA DOT MOTOR CARRIER S ANKENY IA,1,12/19/2025,12/18/2025,IA DOT MOTOR CARRIER S,340.24,Debit,9399.0,ANKENY,USA,50021,IA,1.414719334
